SquareFootage,Bedrooms,Location,Price
2374,5,Suburb,237650000
1895,3,Urban,191650000
2495,4,Suburb,249700000
2245,4,Rural,224700000
2967,4,Suburb,296900000
1019,4,Suburb,102100000
852,4,Urban,87400000
2557,2,Rural,255800000
2274,5,Rural,227650000
2466,5,Urban,248850000
2060,2,Urban,208100000
1519,2,Urban,154000000
1205,4,Rural,120700000
871,3,Rural,87250000
2653,5,Urban,267550000
2853,3,Suburb,285450000
2029,5,Rural,203150000
2367,4,Urban,238900000
1186,3,Urban,120750000
2591,5,Suburb,259350000
1498,5,Urban,152050000
2000,4,Suburb,200200000
1626,3,Suburb,162750000
2622,4,Rural,262400000
1148,3,Urban,116950000
2078,3,Rural,207950000
1107,5,Rural,110950000
1950,2,Rural,195100000
2760,3,Urban,278150000
1565,3,Urban,158650000
1524,4,Urban,154600000
2419,3,Rural,242050000
1182,3,Suburb,118350000
1324,3,Rural,132550000
1075,3,Suburb,107650000
1136,3,Urban,115750000
2773,2,Urban,279400000
1280,5,Rural,128250000
1710,3,Suburb,171150000
2796,4,Urban,281800000
2151,4,Urban,217300000
2833,3,Rural,283450000
2554,3,Rural,255550000
908,3,Rural,90950000
1127,2,Suburb,112800000
2599,5,Suburb,260150000
1114,4,Urban,113600000
1934,2,Rural,193500000
1580,2,Urban,160100000
2320,3,Suburb,232150000
955,5,Urban,97750000
2296,3,Urban,231750000
2524,4,Rural,252600000
1686,5,Urban,170850000
1521,3,Rural,152250000
1712,4,Urban,173400000
1670,2,Urban,169100000
812,4,Suburb,81400000
1297,4,Suburb,129900000
2556,4,Urban,257800000
1917,5,Urban,193950000
1994,2,Rural,199500000
2804,5,Suburb,280650000
2447,2,Suburb,244800000
2390,3,Urban,241150000
2290,3,Rural,229150000
942,4,Suburb,94400000
2024,4,Urban,204600000
1364,5,Urban,138650000
2515,2,Urban,253600000
1216,2,Urban,123700000
2648,2,Urban,266900000
2517,4,Suburb,251900000
2190,4,Suburb,219200000
1867,2,Rural,186800000
2666,4,Urban,268800000
1921,2,Rural,192200000
2088,5,Urban,211050000
2606,3,Urban,262750000
2987,2,Urban,300800000
2304,4,Rural,230600000
1816,5,Urban,183850000
1752,4,Rural,175400000
871,4,Suburb,87300000
2490,4,Urban,251200000
2091,2,Rural,209200000
2144,5,Suburb,214650000
2954,2,Urban,297500000
1682,3,Suburb,168350000
938,2,Urban,95900000
2304,3,Rural,230550000
1532,5,Urban,155450000
2548,5,Urban,257050000
1223,2,Rural,122400000
2391,2,Rural,239200000
1189,4,Rural,119100000
1141,3,Urban,116250000
1745,4,Suburb,174700000
1413,4,Rural,141500000
1292,5,Suburb,129450000
991,2,Rural,99200000
1298,5,Rural,130050000
1621,2,Urban,164200000
2535,5,Rural,253750000
2056,5,Suburb,205850000
2768,5,Urban,279050000
1026,3,Rural,102750000
2194,5,Suburb,219650000
2986,3,Urban,300750000
1616,5,Suburb,161850000
2273,2,Urban,229400000
1886,3,Urban,190750000
903,2,Urban,92400000
2674,2,Rural,267500000
1670,2,Urban,169100000
1467,3,Rural,146850000
2842,4,Rural,284400000
1072,3,Rural,107350000
1829,4,Rural,183100000
1851,3,Urban,187250000
2373,5,Rural,237550000
1092,4,Suburb,109400000
2905,5,Suburb,290750000
2092,4,Urban,211400000
1107,3,Rural,110850000
1776,3,Suburb,177750000
2051,4,Suburb,205300000
2070,5,Rural,207250000
2317,2,Rural,231800000
2930,4,Urban,295200000
2009,4,Suburb,201100000
2178,5,Urban,220050000
2573,2,Suburb,257400000
2519,4,Rural,252100000
2842,2,Suburb,284300000
1595,2,Suburb,159600000
1696,3,Suburb,169750000
2761,5,Rural,276350000
1009,4,Rural,101100000
1767,4,Suburb,176900000
1271,2,Suburb,127200000
1722,4,Rural,172400000
936,2,Rural,93700000
1166,4,Rural,116800000
983,5,Suburb,98550000
2198,4,Urban,222000000
1336,2,Urban,135700000
2402,2,Rural,240300000
2073,4,Urban,209500000
1896,4,Suburb,189800000
2105,2,Urban,212600000
1715,3,Urban,173650000
951,3,Urban,97250000
1828,4,Rural,183000000
2018,5,Suburb,202050000
2777,4,Rural,277900000
1070,5,Urban,109250000
1986,4,Rural,198800000
1259,2,Suburb,126000000
904,4,Suburb,90600000
2510,5,Suburb,251250000
1233,5,Suburb,123550000
939,4,Urban,96100000
2294,4,Urban,231600000
886,3,Urban,90750000
2511,4,Urban,253300000
928,4,Urban,95000000
2069,2,Rural,207000000
2401,5,Suburb,240350000
1469,3,Urban,149050000
948,2,Suburb,94900000
1784,4,Suburb,178600000
1651,5,Urban,167350000
2256,4,Urban,227800000
1427,4,Suburb,142900000
2292,4,Suburb,229400000
2844,4,Suburb,284600000
1683,5,Rural,168550000
2588,2,Rural,258900000
1049,4,Suburb,105100000
1747,4,Rural,174900000
1774,3,Suburb,177550000
2125,3,Suburb,212650000
1783,5,Urban,180550000
1688,4,Suburb,169000000
2917,4,Urban,293900000
1674,4,Urban,169600000
2126,5,Suburb,212850000
1270,5,Rural,127250000
2787,4,Suburb,278900000
890,4,Suburb,89200000
1329,5,Rural,133150000
1460,4,Urban,148200000
1538,2,Rural,153900000
1671,2,Suburb,167200000
2486,5,Suburb,248850000
991,2,Rural,99200000
2786,3,Rural,278750000
2985,4,Rural,298700000
1144,3,Urban,116550000
1808,3,Rural,180950000
1002,3,Suburb,100350000
1372,2,Rural,137300000
991,4,Suburb,99300000
2852,4,Urban,287400000
2713,5,Urban,273550000
2516,3,Rural,251750000
1110,2,Suburb,111100000
2903,3,Urban,292450000
1242,3,Rural,124350000
2060,4,Urban,208200000
1669,5,Rural,167150000
1384,2,Suburb,138500000
2394,4,Rural,239600000
2337,3,Suburb,233850000
1159,4,Urban,118100000
2523,3,Suburb,252450000
2877,2,Suburb,287800000
2602,4,Urban,262400000
2811,4,Suburb,281300000
2955,4,Suburb,295700000
1643,4,Rural,164500000
2425,4,Suburb,242700000
1690,2,Rural,169100000
2791,5,Suburb,279350000
2782,2,Urban,280300000
1759,4,Suburb,176100000
2268,3,Suburb,226950000
2261,3,Suburb,226250000
1531,4,Rural,153300000
1405,5,Urban,142750000
1414,4,Urban,143600000
2804,2,Suburb,280500000
2519,5,Suburb,252150000
1473,5,Rural,147550000
2070,2,Urban,209100000
2387,5,Suburb,238950000
2411,4,Suburb,241300000
1696,4,Urban,171800000
2262,3,Suburb,226350000
1077,2,Suburb,107800000
1351,5,Urban,137350000
2436,5,Rural,243850000
2958,5,Suburb,296050000
1560,4,Suburb,156200000
2249,2,Urban,227000000
1204,4,Urban,122600000
2158,5,Rural,216050000
2032,4,Rural,203400000
821,5,Suburb,82350000
1477,5,Rural,147950000
2828,4,Rural,283000000
2031,5,Rural,203350000
2855,4,Suburb,285700000
2608,3,Rural,260950000
1328,4,Rural,133000000
2837,3,Rural,283850000
2476,3,Urban,249750000
1456,4,Rural,145800000
965,2,Rural,96600000
1648,2,Urban,166900000
1295,4,Urban,131700000
1389,4,Suburb,139100000
1228,5,Suburb,123050000
962,5,Urban,98450000
2062,4,Suburb,206400000
871,2,Rural,87200000
1454,5,Suburb,145650000
1068,5,Rural,107050000
2576,2,Rural,257700000
2068,4,Rural,207000000
1815,2,Urban,183600000
1883,3,Suburb,188450000
805,5,Suburb,80750000
1781,5,Urban,180350000
1206,5,Urban,122850000
2753,2,Suburb,275400000
2873,2,Urban,289400000
1785,4,Urban,180700000
1189,5,Rural,119150000
1509,3,Rural,151050000
2271,4,Rural,227300000
1553,2,Urban,157400000
2993,3,Urban,301450000
2211,4,Rural,221300000
2072,2,Rural,207300000
1325,3,Suburb,132650000
2285,4,Rural,228700000
2860,3,Rural,286150000
1355,2,Suburb,135600000
818,4,Suburb,82000000
1374,2,Suburb,137500000
1803,5,Suburb,180550000
2738,5,Urban,276050000
2739,3,Suburb,274050000
2435,5,Suburb,243750000
2498,2,Urban,251900000
2969,3,Suburb,297050000
1231,4,Suburb,123300000
2891,2,Suburb,289200000
2695,4,Urban,271700000
2743,4,Rural,274500000
2140,4,Suburb,214200000
944,4,Suburb,94600000
1873,2,Suburb,187400000
1888,5,Suburb,189050000
1599,2,Urban,162000000
1951,5,Rural,195350000
2756,4,Suburb,275800000
1262,5,Suburb,126450000
2574,4,Urban,259600000
2845,3,Rural,284650000
1607,4,Rural,160900000
986,5,Rural,98850000
2543,3,Suburb,254450000
1531,3,Suburb,153250000
2735,4,Suburb,273700000
2013,2,Urban,203400000
2211,5,Urban,223350000
1228,3,Urban,124950000
2107,2,Suburb,210800000
2017,4,Suburb,201900000
2110,4,Suburb,211200000
1570,4,Rural,157200000
1557,4,Urban,157900000
935,5,Urban,95750000
1591,3,Rural,159250000
970,5,Rural,97250000
2380,3,Rural,238150000
1761,2,Suburb,176200000
1675,2,Rural,167600000
902,3,Suburb,90350000
1801,4,Suburb,180300000
1948,2,Urban,196900000
2281,5,Rural,228350000
1457,3,Suburb,145850000
2020,2,Suburb,202100000
1222,3,Rural,122350000
970,4,Suburb,97200000
1252,3,Suburb,125350000
2775,2,Suburb,277600000
2457,3,Rural,245850000
2853,2,Suburb,285400000
1087,2,Urban,110800000
2441,2,Rural,244200000
2247,5,Urban,226950000
2713,4,Urban,273500000
1407,4,Urban,142900000
1256,3,Suburb,125750000
2564,3,Suburb,256550000
2025,2,Urban,204600000
2035,4,Urban,205700000
1829,3,Rural,183050000
1246,3,Urban,126750000
1634,4,Suburb,163600000
1610,2,Urban,163100000
2224,3,Urban,224550000
2211,2,Rural,221200000
1758,4,Urban,178000000
2275,4,Rural,227700000
1608,3,Rural,160950000
1778,3,Urban,179950000
1525,4,Urban,154700000
2016,2,Suburb,201700000
2997,2,Suburb,299800000
2703,5,Rural,270550000
1578,4,Rural,158000000
1772,3,Suburb,177350000
2338,4,Rural,234000000
2216,3,Suburb,221750000
2923,2,Rural,292400000
1398,3,Suburb,139950000
1024,5,Suburb,102650000
2353,2,Rural,235400000
2960,5,Rural,296250000
1640,4,Rural,164200000
2614,3,Urban,263550000
1513,2,Urban,153400000
1906,3,Rural,190750000
924,5,Rural,92650000
1892,2,Rural,189300000
2079,5,Rural,208150000
2550,2,Suburb,255100000
829,4,Urban,85100000
2817,4,Rural,281900000
1294,3,Urban,131550000
2409,5,Urban,243150000
1517,5,Suburb,151950000
1816,2,Rural,181700000
2137,4,Urban,215900000
1405,3,Suburb,140650000
1174,4,Rural,117600000
2760,5,Rural,276250000
1848,3,Urban,186950000
2157,4,Suburb,215900000
915,4,Suburb,91700000
2895,2,Suburb,289600000
2601,2,Suburb,260200000
2946,5,Rural,294850000
2282,4,Urban,230400000
2346,2,Urban,236700000
2420,4,Suburb,242200000
1484,3,Suburb,148550000
2271,4,Suburb,227300000
2399,4,Urban,242100000
2968,5,Rural,297050000
1609,3,Rural,161050000
1777,3,Suburb,177850000
2901,2,Rural,290200000
2154,3,Rural,215550000
1583,5,Urban,160550000
1040,2,Suburb,104100000
2578,4,Rural,258000000
2353,3,Suburb,235450000
1282,4,Suburb,128400000
1812,2,Rural,181300000
986,3,Urban,100750000
2681,2,Rural,268200000
1752,2,Urban,177300000
2187,3,Rural,218850000
1290,3,Suburb,129150000
1230,2,Urban,125100000
1038,5,Urban,106050000
875,3,Suburb,87650000
2156,2,Rural,215700000
2723,4,Urban,274500000
2581,4,Rural,258300000
1626,3,Rural,162750000
1390,3,Rural,139150000
2919,4,Suburb,292100000
2702,2,Rural,270300000
2710,2,Suburb,271100000
1374,2,Urban,139500000
1691,5,Rural,169350000
2859,3,Urban,288050000
940,5,Rural,94250000
2589,5,Urban,261150000
816,5,Suburb,81850000
1886,5,Urban,190850000
1052,2,Urban,107300000
1264,3,Rural,126550000
1175,3,Rural,117650000
2627,5,Rural,262950000
1319,3,Rural,132050000
2660,4,Suburb,266200000
889,2,Urban,91000000
1519,3,Urban,154050000
1429,2,Suburb,143000000
2684,4,Urban,270600000
875,2,Rural,87600000
1725,4,Rural,172700000
2605,5,Rural,260750000
1769,3,Urban,179050000
1894,5,Suburb,189650000
2828,3,Suburb,282950000
2204,5,Urban,222650000
994,4,Suburb,99600000
1027,3,Suburb,102850000
2259,5,Rural,226150000
1260,2,Urban,128100000
1417,2,Suburb,141800000
863,5,Urban,88550000
2874,4,Rural,287600000
1084,5,Rural,108650000
2483,2,Suburb,248400000
1637,3,Urban,165850000
1630,3,Urban,165150000
1987,5,Rural,198950000
1023,3,Rural,102450000
1583,2,Rural,158400000
1749,3,Suburb,175050000
844,5,Urban,86650000
2610,5,Suburb,261250000
1270,5,Urban,129250000
2881,2,Rural,288200000
1629,4,Suburb,163100000
2709,3,Suburb,271050000
2691,5,Suburb,269350000
1491,4,Rural,149300000
2190,5,Suburb,219250000
1731,5,Suburb,173350000
1640,2,Rural,164100000
2738,2,Urban,275900000
2373,4,Suburb,237500000
947,5,Rural,94950000
1832,3,Suburb,183350000
2111,3,Suburb,211250000
1187,3,Urban,120850000
2673,4,Rural,267500000
1715,2,Urban,173600000
2678,4,Urban,270000000
1077,2,Rural,107800000
2777,3,Urban,279850000
2659,3,Suburb,266050000
2625,2,Rural,262600000
2633,3,Rural,263450000
1417,4,Suburb,141900000
2430,2,Suburb,243100000
2982,3,Suburb,298350000
1379,5,Urban,140150000
1970,3,Urban,199150000
1289,5,Urban,131150000
1982,3,Urban,200350000
1183,5,Urban,120550000
962,3,Urban,98350000
2676,5,Rural,267850000
2012,2,Rural,201300000
2162,2,Rural,216300000
2430,5,Rural,243250000
2004,3,Rural,200550000
1087,4,Rural,108900000
2657,4,Urban,267900000
986,4,Rural,98800000
2707,4,Suburb,270900000
1961,5,Rural,196350000
929,2,Suburb,93000000
2687,2,Suburb,268800000
943,4,Rural,94500000
815,2,Urban,83600000
1044,5,Urban,106650000
1726,4,Suburb,172800000
2976,5,Urban,299850000
1706,5,Suburb,170850000
1686,3,Urban,170750000
1140,5,Urban,116250000
2851,3,Urban,287250000
2233,4,Urban,225500000
1105,5,Rural,110750000
1707,2,Rural,170800000
2171,4,Rural,217300000
1120,5,Suburb,112250000
1358,5,Rural,136050000
2004,2,Rural,200500000
2209,3,Rural,221050000
2441,5,Urban,246350000
1931,5,Urban,195350000
1617,2,Urban,163800000
1994,4,Urban,201600000
811,5,Urban,83350000
994,3,Rural,99550000
1455,3,Rural,145650000
2721,2,Urban,274200000
2877,3,Urban,289850000
2419,5,Rural,242150000
1919,3,Rural,192050000
1577,5,Urban,159950000
1243,2,Suburb,124400000
1097,3,Urban,111850000
1607,5,Rural,160950000
2560,4,Suburb,256200000
1644,5,Urban,166650000
1815,5,Rural,181750000
2184,2,Rural,218500000
2197,5,Rural,219950000
1353,2,Urban,137400000
1220,5,Urban,124250000
2069,5,Suburb,207150000
2060,5,Rural,206250000
984,2,Rural,98500000
1267,5,Suburb,126950000
2106,2,Urban,212700000
2376,4,Rural,237800000
1135,2,Suburb,113600000
2297,4,Rural,229900000
2859,2,Urban,288000000
2247,2,Urban,226800000
1387,5,Suburb,138950000
2681,3,Suburb,268250000
1000,3,Rural,100150000
1321,5,Urban,134350000
2687,4,Urban,270900000
2511,5,Suburb,251350000
1587,3,Suburb,158850000
859,2,Rural,86000000
1377,5,Urban,139950000
1120,4,Rural,112200000
2258,5,Rural,226050000
2837,3,Suburb,283850000
1722,2,Urban,174300000
2209,3,Suburb,221050000
2494,3,Rural,249550000
1368,3,Rural,136950000
1901,3,Urban,192250000
1326,2,Urban,134700000
2972,3,Urban,299350000
1670,4,Urban,169200000
1079,4,Suburb,108100000
2692,3,Suburb,269350000
2551,4,Suburb,255300000
1473,3,Suburb,147450000
1951,2,Rural,195200000
1131,2,Suburb,113200000
1973,4,Suburb,197500000
2839,4,Urban,286100000
2277,3,Rural,227850000
835,5,Suburb,83750000
2508,3,Rural,250950000
2243,3,Rural,224450000
2179,2,Rural,218000000
1239,5,Rural,124150000
1919,5,Urban,194150000
963,3,Urban,98450000
947,2,Rural,94800000
994,4,Rural,99600000
1462,2,Rural,146300000
1279,4,Urban,130100000
922,2,Urban,94300000
2223,5,Rural,222550000
1764,2,Rural,176500000
2578,3,Rural,257950000
2285,4,Rural,228700000
2814,2,Urban,283500000
1509,2,Suburb,151000000
1711,4,Suburb,171300000
2160,2,Urban,218100000
2534,4,Urban,255600000
2623,5,Suburb,262550000
2379,4,Suburb,238100000
1480,4,Suburb,148200000
2133,5,Rural,213550000
1355,2,Suburb,135600000
1409,2,Suburb,141000000
2956,5,Rural,295850000
1171,3,Rural,117250000
1415,4,Urban,143700000
2714,2,Rural,271500000
1646,2,Suburb,164700000
842,4,Rural,84400000
1664,4,Urban,168600000
2068,4,Suburb,207000000
2178,3,Urban,219950000
1584,5,Urban,160650000
1275,3,Urban,129650000
882,3,Rural,88350000
1933,4,Rural,193500000
1599,5,Urban,162150000
1735,2,Urban,175600000
2468,4,Urban,249000000
1125,5,Urban,114750000
2334,2,Rural,233500000
2785,3,Rural,278650000
2764,5,Urban,278650000
1636,3,Rural,163750000
1307,3,Suburb,130850000
2919,5,Rural,292150000
2070,2,Urban,209100000
1440,5,Rural,144250000
2678,2,Suburb,267900000
1407,4,Suburb,140900000
2758,4,Rural,276000000
1365,4,Suburb,136700000
2167,3,Suburb,216850000
2901,4,Rural,290300000
2553,3,Rural,255450000
2381,2,Rural,238200000
2786,5,Urban,280850000
2905,5,Urban,292750000
928,3,Suburb,92950000
2672,3,Suburb,267350000
1505,3,Rural,150650000
1651,2,Suburb,165200000
807,2,Rural,80800000
2876,4,Urban,289800000
1935,4,Rural,193700000
2978,5,Suburb,298050000
2498,4,Rural,250000000
2298,2,Rural,229900000
2444,2,Rural,244500000
1075,2,Suburb,107600000
2502,2,Rural,250300000
2595,5,Rural,259750000
1042,5,Suburb,104450000
970,2,Urban,99100000
1452,3,Urban,147350000
2732,4,Suburb,273400000
1909,5,Urban,193150000
2299,3,Rural,230050000
2899,4,Suburb,290100000
2958,3,Rural,295950000
2772,2,Rural,277300000
1866,4,Suburb,186800000
2835,3,Rural,283650000
1657,5,Suburb,165950000
1849,5,Rural,185150000
1098,5,Urban,112050000
1723,4,Rural,172500000
936,2,Rural,93700000
1843,2,Suburb,184400000
1010,4,Urban,103200000
2374,4,Rural,237600000
1579,2,Rural,158000000
2030,5,Urban,205250000
2602,2,Urban,262300000
1865,2,Urban,188600000
1210,3,Urban,123150000
1226,5,Urban,124850000
2271,4,Rural,227300000
1741,2,Urban,176200000
2707,5,Urban,272950000
1541,4,Rural,154300000
2192,3,Suburb,219350000
2043,3,Rural,204450000
2400,5,Suburb,240250000
2055,2,Urban,207600000
1127,4,Suburb,112900000
2266,5,Rural,226850000
2899,3,Suburb,290050000
2766,4,Suburb,276800000
1175,4,Suburb,117700000
1062,2,Urban,108300000
1066,3,Rural,106750000
2744,3,Suburb,274550000
2693,3,Urban,271450000
2701,4,Rural,270300000
2452,3,Rural,245350000
2244,5,Rural,224650000
845,3,Rural,84650000
1399,4,Urban,142100000
1519,3,Rural,152050000
2712,3,Suburb,271350000
2092,4,Rural,209400000
1400,3,Rural,140150000
1180,2,Urban,120100000
917,4,Suburb,91900000
2963,3,Suburb,296450000
1059,2,Urban,108000000
1898,5,Urban,192050000
2303,4,Suburb,230500000
2854,3,Suburb,285550000
1165,4,Rural,116700000
2457,2,Urban,247800000
2261,4,Suburb,226300000
2824,5,Suburb,282650000
1590,3,Urban,161150000
1546,5,Urban,156850000
1112,2,Suburb,111300000
1337,4,Urban,135900000
1720,3,Suburb,172150000
1877,3,Suburb,187850000
2290,2,Rural,229100000
1597,2,Rural,159800000
1147,4,Urban,116900000
1072,3,Urban,109350000
1519,2,Suburb,152000000
2573,3,Rural,257450000
1484,4,Urban,150600000
2926,5,Suburb,292850000
1421,2,Rural,142200000
2839,4,Suburb,284100000
1746,5,Rural,174850000
1306,4,Suburb,130800000
2382,2,Rural,238300000
1043,4,Suburb,104500000
1305,3,Suburb,130650000
1221,2,Urban,124200000
2672,3,Rural,267350000
1992,4,Rural,199400000
1129,2,Urban,115000000
1449,3,Urban,147050000
2264,3,Suburb,226550000
1190,3,Rural,119150000
2319,5,Suburb,232150000
1180,3,Suburb,118150000
1541,3,Suburb,154250000
2810,4,Urban,283200000
1619,4,Rural,162100000
1472,4,Urban,149400000
2571,4,Urban,259300000
2011,5,Rural,201350000
1729,4,Rural,173100000
2339,4,Urban,236100000
1712,4,Urban,173400000
1443,3,Urban,146450000
1226,5,Rural,122850000
1301,4,Rural,130300000
1529,3,Suburb,153050000
2083,2,Rural,208400000
2918,5,Urban,294050000
1256,4,Rural,125800000
1090,3,Rural,109150000
1719,2,Rural,172000000
2769,2,Urban,279000000
1555,3,Suburb,155650000
2458,3,Suburb,245950000
2634,5,Urban,265650000
2106,3,Urban,212750000
2367,4,Suburb,236900000
2669,2,Urban,269000000
1176,4,Rural,117800000
1979,4,Rural,198100000
1307,4,Suburb,130900000
2236,2,Rural,223700000
1358,2,Suburb,135900000
1220,2,Urban,124100000
2352,3,Suburb,235350000
1103,4,Suburb,110500000
1741,5,Rural,174350000
2101,3,Suburb,210250000
1889,3,Suburb,189050000
2955,5,Suburb,295750000
2627,4,Urban,264900000
2353,5,Rural,235550000
1492,2,Rural,149300000
1054,4,Suburb,105600000
2278,3,Suburb,227950000
1056,2,Urban,107700000
1241,2,Rural,124200000
2681,3,Rural,268250000
